GYEAR,PCODE,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD
2021,64407,50,57,47,0.213,10,0,11,0.234,0,6,8,0,2,0
2021,64468,49,123,109,0.266,29,2,41,0.376,0,10,27,0,3,2
2021,64469,19,55,51,0.235,12,2,20,0.392,0,3,13,0,1,1
2021,64501,43,73,62,0.226,14,1,19,0.306,0,10,27,0,0,1
2021,64504,33,76,69,0.232,16,2,29,0.420,0,7,21,1,0,2
2021,64560,54,171,144,0.229,33,0,41,0.285,3,21,29,0,1,6
2021,64610,73,183,158,0.253,40,0,43,0.272,2,20,42,0,0,4
2021,64646,63,242,211,0.251,53,1,69,0.327,3,24,39,0,0,3
2021,64657,15,33,24,0.125,3,0,6,0.250,0,7,7,0,2,0
2021,64717,41,114,102,0.216,22,4,39,0.382,0,9,33,0,3,4
2021,64793,32,68,59,0.288,17,3,30,0.508,1,5,8,0,1,2
2021,64868,74,302,243,0.255,62,0,71,0.292,3,52,40,0,2,4
2021,64890,3,2,2,0.000,0,0,0,0.000,0,0,1,0,0,0
2021,64906,16,50,45,0.244,11,0,13,0.289,0,3,6,0,0,1
2021,64984,53,230,210,0.305,64,0,75,0.357,1,15,31,1,0,3
2021,65040,25,67,63,0.206,13,1,20,0.317,0,2,14,0,1,0
2021,65132,37,56,51,0.118,6,1,12,0.235,0,4,11,0,1,1
2021,65207,24,22,18,0.167,3,0,3,0.167,0,4,3,0,0,0
2021,65269,2,2,2,0.000,0,0,0,0.000,0,0,1,0,0,0
2021,65304,6,18,18,0.278,5,0,8,0.444,0,0,6,0,0,0
2021,65357,2,8,7,0.143,1,0,1,0.143,0,1,3,0,0,0
2021,65362,69,282,250,0.296,74,3,104,0.416,1,28,49,1,2,4
2021,65399,24,41,36,0.139,5,0,5,0.139,0,5,7,0,0,1
2021,65412,1,1,1,0.000,0,0,0,0.000,0,0,0,0,0,0
2021,65462,2,4,4,0.000,0,0,0,0.000,0,0,2,0,0,0
2021,65464,15,17,12,0.333,4,0,4,0.333,1,4,2,0,0,0
2021,65503,5,13,13,0.154,2,0,3,0.231,0,0,7,0,0,0
2021,65506,41,72,66,0.348,23,1,29,0.439,0,5,10,0,1,1
2021,65514,19,31,26,0.077,2,1,6,0.231,1,4,10,0,0,1
2021,65515,21,35,33,0.121,4,2,10,0.303,0,2,18,0,0,0
2021,65586,69,179,148,0.196,29,4,48,0.324,0,24,57,0,4,0
2021,65610,34,126,117,0.239,28,4,44,0.376,3,5,26,0,0,2
2021,65653,36,102,82,0.256,21,4,35,0.427,0,13,26,0,5,1
2021,65703,14,22,20,0.200,4,0,4,0.200,0,1,7,0,0,0
2021,65898,55,195,162,0.247,40,4,62,0.383,2,24,51,1,6,1
2021,65905,10,14,13,0.077,1,0,1,0.077,0,0,2,0,0,0
2021,66052,6,11,10,0.300,3,0,4,0.400,0,1,4,0,0,1
2021,66108,75,341,269,0.338,91,3,118,0.439,1,61,44,2,10,4
2021,66113,6,8,8,0.000,0,0,0,0.000,0,0,3,0,0,0
2021,66162,3,7,6,0.167,1,1,4,0.667,0,1,3,0,0,0
2021,66203,2,1,1,0.000,0,0,0,0.000,0,0,0,0,0,0
2021,66207,1,1,1,0.000,0,0,0,0.000,0,0,1,0,0,0
2021,66209,56,68,55,0.273,15,0,18,0.327,0,12,17,0,1,0
2021,66606,73,345,305,0.302,92,1,119,0.390,3,29,35,0,5,1
2021,66614,35,30,25,0.120,3,0,4,0.160,0,5,11,0,0,0
2021,66657,13,42,35,0.229,8,2,18,0.514,0,3,19,0,4,0
2021,66702,9,22,19,0.211,4,0,5,0.263,0,1,3,0,0,1
2021,66710,19,34,28,0.107,3,0,3,0.107,0,5,7,0,0,0
2021,66749,4,10,9,0.333,3,0,3,0.333,0,1,1,0,0,0
2021,66838,33,99,86,0.209,18,1,25,0.291,4,7,23,0,2,1
2021,66917,47,88,75,0.213,16,1,23,0.307,0,7,18,0,2,1
2021,66928,53,135,119,0.218,26,6,48,0.403,2,11,43,0,2,5
2021,66965,25,43,41,0.146,6,1,9,0.220,0,1,8,0,1,2
2021,66968,23,17,15,0.200,3,0,5,0.333,0,0,3,0,2,1
2021,67005,8,6,5,0.200,1,0,1,0.200,0,0,4,0,0,0
2021,67304,80,366,323,0.294,95,3,119,0.368,5,38,60,1,0,3
2021,67341,79,356,296,0.345,102,3,149,0.503,5,51,22,1,4,7
2021,67449,4,5,5,0.200,1,0,1,0.200,0,0,1,0,0,0
2021,67504,45,149,133,0.248,33,2,48,0.361,1,13,39,0,0,3
2021,67609,5,11,9,0.000,0,0,0,0.000,0,1,3,0,0,0
2021,67644,37,147,125,0.248,31,2,42,0.336,0,19,33,0,3,3
2021,67872,78,336,279,0.240,67,18,128,0.459,3,52,60,1,2,7
2021,67893,72,217,188,0.277,52,1,67,0.356,0,21,33,0,1,1
2021,67900,1,2,2,0.000,0,0,0,0.000,0,0,2,0,0,0
2021,68050,75,329,271,0.395,107,10,157,0.579,3,55,45,7,0,4
2021,68106,1,5,4,0.250,1,0,1,0.250,0,1,0,0,0,0
2021,68204,24,14,13,0.154,2,0,3,0.231,0,1,7,0,0,0
2021,68205,3,2,2,0.500,1,0,1,0.500,0,0,1,0,0,0
2021,68305,21,29,26,0.192,5,0,6,0.231,2,1,7,0,0,0
2021,68346,13,44,41,0.220,9,2,17,0.415,1,2,17,0,0,2
2021,68362,47,157,136,0.294,40,4,61,0.449,0,17,28,0,2,3
2021,68507,16,30,28,0.214,6,0,8,0.286,0,2,9,0,0,0
2021,68518,10,18,17,0.294,5,0,5,0.294,0,1,2,0,0,1
2021,68525,63,259,221,0.240,53,10,92,0.416,0,35,57,1,2,13
2021,68743,79,348,281,0.302,85,4,121,0.431,0,65,57,1,0,6
2021,69100,62,26,23,0.130,3,0,5,0.217,1,1,6,0,1,0
2021,69102,46,167,137,0.270,37,7,67,0.489,2,27,30,0,0,4
2021,69209,71,319,272,0.331,90,10,130,0.478,5,39,19,2,3,12
2021,69366,3,8,6,0.167,1,0,1,0.167,0,2,3,0,0,0
2021,69418,24,24,21,0.143,3,1,6,0.286,0,2,2,0,1,1
2021,69453,39,114,102,0.265,27,3,43,0.422,0,10,37,0,1,2
2021,69508,23,47,41,0.244,10,1,15,0.366,1,3,4,0,2,2
2021,69636,8,16,15,0.067,1,0,1,0.067,0,1,9,0,0,0
2021,69652,66,297,256,0.246,63,5,93,0.363,1,36,34,1,4,8
2021,69705,30,96,84,0.238,20,4,41,0.488,2,8,34,0,2,3
2021,69706,22,69,56,0.161,9,0,9,0.161,2,10,19,0,1,1
2021,69737,76,321,274,0.263,72,13,121,0.442,2,45,82,5,0,10
2021,69766,34,112,98,0.143,14,1,22,0.224,2,8,39,0,2,2
2021,69825,19,15,13,0.000,0,0,0,0.000,0,0,3,0,0,0
2021,69992,8,21,19,0.158,3,0,3,0.158,0,0,1,0,0,0
2021,71564,51,218,196,0.291,57,10,91,0.464,2,19,22,2,1,7
2021,71837,68,165,144,0.250,36,6,63,0.438,1,12,30,1,5,2
2021,72443,40,180,148,0.203,30,6,50,0.338,0,29,28,5,3,7
2021,73113,62,155,139,0.173,24,6,48,0.345,0,13,46,1,2,4
2021,73136,45,138,117,0.205,24,1,35,0.299,2,18,36,0,1,2
2021,73209,19,32,31,0.161,5,0,5,0.161,1,0,12,0,0,2
2021,73306,28,43,34,0.147,5,0,6,0.176,1,6,12,0,2,0
2021,74163,75,299,245,0.286,70,0,90,0.367,2,45,30,1,3,1
2021,74206,43,139,119,0.235,28,1,36,0.303,0,15,19,0,1,5
2021,74339,52,150,123,0.301,37,1,48,0.390,1,22,12,4,4,5
2021,74465,59,205,171,0.257,44,10,82,0.480,2,27,43,1,2,8
2021,74540,70,270,241,0.324,78,11,122,0.506,4,23,31,3,2,7
2021,75125,60,264,219,0.228,50,10,93,0.425,5,31,69,1,9,4
2021,75151,51,158,146,0.226,33,7,56,0.384,1,11,34,1,0,5
2021,75334,59,239,210,0.276,58,12,106,0.505,3,26,58,4,0,3
2021,75566,71,259,217,0.263,57,7,92,0.424,5,31,41,0,6,6
2021,75847,74,305,241,0.299,72,20,144,0.598,5,45,54,0,14,3
2021,76100,29,43,34,0.235,8,0,8,0.235,0,8,14,0,1,2
2021,76232,73,302,250,0.348,87,20,166,0.664,4,42,30,3,6,5
2021,76249,10,41,36,0.167,6,0,9,0.250,0,4,10,0,0,1
2021,76267,60,236,205,0.254,52,10,90,0.439,1,23,40,2,7,3
2021,76290,73,315,267,0.288,77,12,125,0.468,5,41,26,3,2,5
2021,76313,48,207,184,0.315,58,7,87,0.473,0,22,35,0,1,5
2021,76720,19,23,19,0.211,4,1,8,0.421,0,2,4,0,1,2
2021,76802,67,182,149,0.282,42,4,61,0.409,4,26,15,0,0,5
2021,76812,72,216,192,0.297,57,3,79,0.411,0,20,30,2,2,6
2021,76849,56,232,191,0.293,56,2,74,0.387,0,37,27,0,1,2
2021,77243,25,55,44,0.250,11,2,18,0.409,0,4,7,0,1,2
2021,77248,40,75,68,0.176,12,0,15,0.221,1,6,18,0,0,3
2021,77532,75,342,302,0.315,95,1,112,0.371,0,38,38,2,1,7
2021,77564,71,264,221,0.199,44,5,70,0.317,3,29,41,1,5,5
2021,78122,50,148,125,0.232,29,4,46,0.368,0,13,16,0,5,2
2021,78135,49,176,147,0.218,32,8,63,0.429,0,26,35,1,3,7
2021,78168,76,333,278,0.259,72,4,98,0.353,3,45,44,2,6,9
2021,78217,54,31,21,0.143,3,0,5,0.238,0,6,3,0,0,1
2021,78224,68,289,236,0.271,64,16,120,0.508,2,48,62,1,3,3
2021,78288,63,243,195,0.226,44,4,63,0.323,0,39,37,1,5,8
2021,78361,25,32,28,0.250,7,0,7,0.250,0,4,7,0,0,0
2021,78513,77,346,293,0.328,96,4,131,0.447,5,42,32,0,5,7
2021,78548,61,231,195,0.236,46,9,80,0.410,1,28,31,3,2,11
2021,78603,69,307,271,0.295,80,2,103,0.380,2,33,22,1,0,7
2021,78629,20,76,61,0.164,10,0,11,0.180,1,9,22,0,5,2
2021,78643,8,26,21,0.095,2,1,5,0.238,0,4,4,0,1,1
2021,78813,3,6,5,0.000,0,0,0,0.000,0,1,1,0,0,0
2021,79109,66,276,236,0.237,56,5,83,0.352,3,31,42,0,4,5
2021,79150,70,207,177,0.232,41,3,58,0.328,0,23,32,0,0,4
2021,79192,61,257,225,0.316,71,12,120,0.533,4,22,42,0,6,4
2021,79215,59,246,216,0.338,73,2,94,0.435,3,24,32,0,3,11
2021,79231,46,128,110,0.200,22,1,31,0.282,1,16,23,0,0,4
2021,79240,69,301,279,0.323,90,4,122,0.437,1,18,19,1,3,12
2021,79290,4,8,8,0.125,1,0,1,0.125,0,0,2,0,0,0
2021,79365,73,261,219,0.265,58,16,117,0.534,1,32,69,0,6,5
2021,79402,70,278,237,0.211,50,1,61,0.257,0,30,26,0,3,7
2021,79456,62,135,124,0.274,34,0,38,0.306,2,7,11,1,1,5
2021,79608,55,246,212,0.325,69,5,102,0.481,5,26,32,1,0,5
