GYEAR,PCODE,GAMENUM,PA,AB,BA,HIT,HR,TOTB,SLG,SF,BB,KK,IB,HP,GD
2019,62925,41,104,97,0.247,24,2,36,0.371,0,3,20,0,4,6
2019,62931,110,390,348,0.264,92,13,158,0.454,3,31,80,2,2,7
2019,62934,116,333,287,0.230,66,9,111,0.387,5,29,69,1,3,4
2019,62947,23,106,93,0.366,34,4,60,0.645,0,12,26,0,1,2
2019,63088,19,34,30,0.267,8,0,10,0.333,0,2,8,0,0,1
2019,63123,15,42,39,0.154,6,2,12,0.308,0,2,18,0,0,1
2019,63202,35,46,41,0.171,7,0,9,0.220,1,3,13,0,1,0
2019,63257,26,70,60,0.233,14,2,24,0.400,1,8,12,0,0,2
2019,63260,60,168,151,0.219,33,6,55,0.364,2,12,40,0,2,3
2019,63440,27,44,42,0.310,13,0,17,0.405,0,2,12,0,0,1
2019,63448,13,15,14,0.071,1,0,1,0.071,0,1,3,0,0,1
2019,63450,27,45,38,0.079,3,0,3,0.079,1,6,17,0,0,1
2019,63558,6,11,11,0.273,3,0,3,0.273,0,0,6,0,0,0
2019,63559,41,52,47,0.170,8,0,10,0.213,0,4,16,0,1,0
2019,63593,42,65,60,0.117,7,0,11,0.183,1,4,14,0,0,1
2019,63636,22,32,31,0.226,7,0,9,0.290,0,0,8,0,1,1
2019,63700,7,12,10,0.100,1,0,1,0.100,0,1,1,0,0,0
2019,63703,9,11,11,0.182,2,0,2,0.182,0,0,4,0,0,1
2019,63704,117,445,388,0.250,97,2,121,0.312,0,46,68,0,2,1
2019,63722,105,288,251,0.223,56,3,76,0.303,2,27,82,1,1,8
2019,63895,1,2,2,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,63903,3,4,4,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,63920,8,19,16,0.250,4,0,4,0.250,1,2,2,0,0,0
2019,63963,116,413,348,0.256,89,6,124,0.356,3,50,60,1,7,10
2019,64004,127,521,466,0.281,131,0,143,0.307,5,32,61,0,13,8
2019,64006,138,433,391,0.279,109,3,133,0.340,1,23,68,0,6,7
2019,64007,33,68,60,0.200,12,2,19,0.317,2,4,26,0,2,1
2019,64011,36,47,44,0.136,6,0,7,0.159,0,1,13,0,1,1
2019,64012,105,64,53,0.302,16,0,18,0.340,1,6,13,0,3,0
2019,64014,4,7,7,0.143,1,0,1,0.143,0,0,2,0,0,0
2019,64022,73,145,136,0.191,26,2,40,0.294,0,6,41,0,2,2
2019,64086,35,54,41,0.195,8,1,11,0.268,2,10,14,0,1,0
2019,64164,10,12,11,0.182,2,0,2,0.182,0,1,3,0,0,1
2019,64166,66,84,74,0.203,15,0,19,0.257,0,7,23,0,1,2
2019,64260,32,27,26,0.192,5,0,6,0.231,0,0,7,0,0,0
2019,64266,13,28,28,0.179,5,0,8,0.286,0,0,6,0,0,0
2019,64300,139,625,540,0.307,166,19,265,0.491,7,70,80,4,7,12
2019,64340,11,18,15,0.133,2,0,3,0.200,0,1,7,0,1,1
2019,64346,117,419,379,0.243,92,0,119,0.314,0,23,110,0,11,6
2019,64407,28,33,32,0.219,7,0,8,0.250,0,1,7,0,0,1
2019,64410,19,45,42,0.238,10,0,11,0.262,1,2,12,0,0,2
2019,64468,58,204,168,0.256,43,4,65,0.387,3,22,45,0,5,7
2019,64469,26,56,51,0.235,12,1,18,0.353,1,2,14,0,1,3
2019,64493,17,8,6,0.167,1,0,1,0.167,0,2,0,0,0,0
2019,64499,6,2,2,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,64501,36,48,44,0.205,9,0,10,0.227,0,4,13,0,0,0
2019,64504,76,228,198,0.222,44,1,49,0.247,4,20,43,1,2,4
2019,64560,133,470,400,0.270,108,6,153,0.383,5,57,92,0,4,8
2019,64646,133,541,504,0.260,131,2,160,0.317,2,26,83,0,4,8
2019,64657,38,47,41,0.171,7,0,10,0.244,2,4,15,0,0,1
2019,64706,11,16,13,0.154,2,0,2,0.154,0,1,5,0,1,1
2019,64717,58,109,104,0.250,26,2,38,0.365,0,5,21,0,0,3
2019,64724,4,2,2,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,64793,29,41,39,0.205,8,0,9,0.231,1,1,16,0,0,0
2019,64803,6,3,3,0.667,2,0,2,0.667,0,0,1,0,0,0
2019,64868,87,211,188,0.293,55,0,67,0.356,0,21,28,0,0,0
2019,64906,58,94,88,0.273,24,0,26,0.295,0,6,17,0,0,2
2019,64984,123,399,374,0.275,103,5,142,0.380,3,16,67,0,1,3
2019,65062,3,1,1,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,65109,14,30,30,0.167,5,0,6,0.200,0,0,10,0,0,1
2019,65132,3,7,5,0.200,1,0,1,0.200,0,2,2,0,0,0
2019,65136,10,18,11,0.091,1,0,1,0.091,0,4,7,0,2,0
2019,65207,81,94,81,0.235,19,0,22,0.272,1,8,17,0,3,0
2019,65304,5,10,8,0.125,1,0,1,0.125,0,2,2,0,0,1
2019,65357,103,335,308,0.227,70,3,101,0.328,4,19,53,0,0,7
2019,65399,37,77,68,0.235,16,0,17,0.250,1,7,19,0,1,1
2019,65464,8,21,21,0.286,6,0,6,0.286,0,0,10,0,0,0
2019,65515,104,306,288,0.240,69,4,108,0.375,1,13,107,0,3,3
2019,65586,29,55,51,0.098,5,0,6,0.118,0,3,22,0,0,0
2019,65610,12,28,25,0.200,5,0,7,0.280,0,1,8,0,2,0
2019,65643,2,1,1,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,65869,2,3,3,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,65898,4,11,11,0.273,3,0,4,0.364,0,0,2,0,0,2
2019,65905,24,10,9,0.444,4,0,5,0.556,0,1,2,0,0,0
2019,66052,12,24,22,0.227,5,0,5,0.227,0,2,3,0,0,3
2019,66108,23,26,24,0.250,6,0,8,0.333,0,1,12,0,1,1
2019,66203,7,3,3,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,66354,18,30,29,0.207,6,0,10,0.345,0,1,7,0,0,0
2019,66409,16,46,43,0.256,11,2,19,0.442,0,2,16,0,1,1
2019,66462,65,88,77,0.182,14,1,20,0.260,0,7,11,0,0,0
2019,66504,2,2,2,0.000,0,0,0,0.000,0,0,2,0,0,0
2019,66508,45,49,45,0.200,9,0,13,0.289,0,3,12,0,1,0
2019,66606,90,255,232,0.198,46,1,66,0.284,1,16,51,0,4,4
2019,66615,57,163,150,0.253,38,0,48,0.320,0,9,29,0,4,3
2019,66657,11,15,15,0.133,2,0,2,0.133,0,0,4,0,0,0
2019,66662,39,65,57,0.211,12,2,23,0.404,0,7,14,0,1,1
2019,66702,14,31,31,0.290,9,0,10,0.323,0,0,8,0,0,1
2019,66704,9,6,4,0.250,1,0,2,0.500,0,2,2,0,0,0
2019,66706,113,349,315,0.254,80,1,109,0.346,1,26,74,0,5,4
2019,66707,1,1,1,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,66715,18,46,42,0.214,9,0,10,0.238,2,2,9,0,0,0
2019,66838,60,211,195,0.215,42,6,66,0.338,2,12,47,0,2,2
2019,66864,65,108,102,0.235,24,0,27,0.265,1,4,28,0,0,3
2019,66917,76,154,141,0.277,39,1,50,0.355,1,6,21,0,4,1
2019,67006,5,7,6,0.167,1,0,1,0.167,0,0,2,0,1,0
2019,67025,142,578,521,0.322,168,24,276,0.530,5,49,120,5,3,4
2019,67123,8,5,5,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,67202,2,1,1,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,67207,25,13,13,0.231,3,0,3,0.231,0,0,3,0,0,0
2019,67304,122,387,348,0.276,96,0,126,0.362,4,29,85,1,2,4
2019,67341,140,630,574,0.336,193,6,262,0.456,4,45,40,0,4,15
2019,67450,133,568,472,0.292,138,22,243,0.515,9,80,87,6,7,18
2019,67504,11,37,34,0.235,8,0,11,0.324,0,1,14,0,2,2
2019,67539,104,209,185,0.124,23,3,36,0.195,2,9,88,0,6,5
2019,67644,7,15,14,0.286,4,0,5,0.357,1,0,1,0,0,2
2019,67872,137,589,504,0.276,139,29,256,0.508,6,73,117,3,6,11
2019,68050,116,505,438,0.336,147,13,217,0.495,4,61,87,4,2,11
2019,68069,30,18,16,0.125,2,0,2,0.125,0,2,7,0,0,1
2019,68330,2,8,6,0.167,1,0,2,0.333,0,2,3,0,0,0
2019,68345,139,613,525,0.305,160,28,285,0.543,5,77,101,1,6,17
2019,68362,1,1,1,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,68407,28,60,53,0.245,13,3,23,0.434,0,6,18,0,1,0
2019,68518,15,35,32,0.125,4,0,4,0.125,0,2,10,0,1,2
2019,68525,59,207,187,0.203,38,2,53,0.283,2,18,57,0,0,3
2019,68556,2,1,1,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,68614,30,29,28,0.143,4,0,4,0.143,0,0,12,0,0,1
2019,68646,7,20,20,0.300,6,0,8,0.400,0,0,2,0,0,2
2019,68700,13,9,6,0.000,0,0,0,0.000,0,2,5,0,1,0
2019,68730,124,525,476,0.284,135,18,219,0.460,5,38,90,5,5,6
2019,68743,142,624,564,0.262,148,8,211,0.374,6,48,101,0,0,6
2019,68868,15,36,33,0.212,7,0,9,0.273,0,3,3,0,0,2
2019,68901,6,9,8,0.250,2,1,5,0.625,0,1,3,0,0,0
2019,68904,3,8,8,0.125,1,0,1,0.125,0,0,4,0,0,0
2019,68906,2,2,2,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,68912,55,119,107,0.224,24,2,35,0.327,0,8,24,0,0,1
2019,69056,3,1,1,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,69100,57,95,85,0.176,15,1,19,0.224,1,6,17,0,2,0
2019,69150,55,217,197,0.274,54,9,84,0.426,2,14,46,0,4,3
2019,69165,52,214,199,0.286,57,9,94,0.472,1,12,63,0,2,2
2019,69203,2,2,2,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,69209,144,645,572,0.344,197,15,276,0.483,6,61,54,4,6,16
2019,69238,19,18,15,0.000,0,0,0,0.000,0,3,9,0,0,0
2019,69306,3,1,1,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,69403,1,1,1,0.000,0,0,0,0.000,0,0,0,0,0,0
2019,69405,40,168,154,0.273,42,4,63,0.409,1,13,50,0,0,2
2019,69418,14,23,21,0.190,4,0,4,0.190,0,2,7,0,0,0
2019,69442,61,106,93,0.204,19,2,31,0.333,1,8,36,0,0,0
2019,69453,118,436,385,0.262,101,7,142,0.369,4,32,89,0,10,3
2019,69508,17,20,20,0.100,2,1,5,0.250,0,0,4,0,0,0
2019,69517,30,89,83,0.253,21,0,31,0.373,1,4,16,0,0,1
2019,69530,49,194,163,0.252,41,2,60,0.368,1,26,24,1,1,0
2019,69569,68,268,231,0.251,58,9,100,0.433,1,31,60,0,5,8
2019,69605,11,46,41,0.146,6,2,14,0.341,0,4,18,0,1,0
2019,69636,27,57,53,0.151,8,1,14,0.264,0,3,24,0,1,0
2019,69652,95,399,357,0.311,111,9,171,0.479,1,38,44,0,3,12
2019,69727,29,61,53,0.226,12,1,16,0.302,0,7,17,0,1,3
2019,69737,91,192,177,0.186,33,1,46,0.260,1,11,72,0,2,3
2019,69766,38,61,55,0.164,9,1,13,0.236,1,5,17,0,0,0
2019,69802,17,16,16,0.063,1,0,2,0.125,0,0,2,0,0,0
2019,69804,9,1,1,0.000,0,0,0,0.000,0,0,1,0,0,0
2019,69825,18,53,45,0.178,8,0,10,0.222,0,4,11,0,1,1
2019,69860,2,4,4,0.250,1,0,1,0.250,0,0,3,0,0,0
2019,69901,55,228,205,0.229,47,9,90,0.439,2,16,31,0,5,7
2019,69950,53,224,203,0.246,50,8,82,0.404,2,18,51,0,1,1
2019,70410,100,363,337,0.300,101,3,126,0.374,3,17,44,3,5,6
2019,70756,19,31,26,0.231,6,1,10,0.385,2,3,3,0,0,1
2019,71184,55,74,64,0.156,10,0,13,0.203,0,4,11,0,3,2
2019,71432,30,85,74,0.257,19,2,28,0.378,1,9,17,0,0,0
2019,71564,135,549,485,0.285,138,16,211,0.435,7,47,65,4,10,19
2019,71752,127,500,433,0.305,132,6,171,0.395,8,54,94,5,5,15
2019,71837,127,460,422,0.270,114,8,156,0.370,3,31,103,3,4,2
2019,71842,22,24,24,0.083,2,0,3,0.125,0,0,11,0,0,3
2019,72133,64,215,195,0.282,55,1,67,0.344,2,18,30,1,0,3
2019,72443,136,555,456,0.300,137,17,221,0.485,7,85,77,6,7,13
2019,72456,20,35,31,0.194,6,1,9,0.290,0,2,6,0,0,3
2019,72546,40,72,64,0.250,16,0,18,0.281,3,3,10,0,0,1
2019,73113,137,490,421,0.247,104,10,158,0.375,6,55,102,1,4,14
2019,73136,129,476,414,0.256,106,21,192,0.464,4,48,114,1,9,7
2019,73153,18,19,14,0.143,2,0,3,0.214,1,4,5,0,0,0
2019,73209,94,245,225,0.222,50,3,68,0.302,1,12,54,0,3,6
2019,73213,68,149,135,0.267,36,2,48,0.356,0,5,23,0,5,2
2019,73306,76,169,149,0.228,34,2,49,0.329,2,10,37,1,6,6
2019,74206,130,470,377,0.268,101,4,135,0.358,11,67,58,3,7,10
2019,74215,63,178,169,0.231,39,2,49,0.290,2,7,24,0,0,4
2019,74339,139,562,501,0.317,159,14,222,0.443,5,52,61,1,4,20
2019,74465,112,444,360,0.267,96,19,172,0.478,3,65,69,2,12,17
2019,74540,112,393,346,0.234,81,13,140,0.405,3,33,76,2,9,9
2019,74729,45,129,117,0.231,27,6,51,0.436,1,9,28,0,2,3
2019,74846,18,37,32,0.188,6,1,10,0.313,0,5,11,0,0,0
2019,75125,122,532,432,0.280,121,33,242,0.560,9,78,117,5,13,7
2019,75151,110,419,380,0.282,107,13,170,0.447,2,30,60,1,6,9
2019,75334,130,529,467,0.293,137,21,231,0.495,4,55,99,1,3,5
2019,75566,111,455,395,0.246,97,19,174,0.441,7,43,73,0,8,10
2019,75808,88,305,277,0.278,77,3,98,0.354,1,20,43,1,4,11
2019,75847,141,606,503,0.292,147,29,261,0.519,8,69,92,6,26,4
2019,76100,8,22,19,0.158,3,0,5,0.263,0,2,7,0,1,1
2019,76158,10,24,22,0.227,5,0,5,0.227,0,2,10,0,0,1
2019,76232,118,459,390,0.354,138,20,224,0.574,6,48,43,4,15,13
2019,76249,101,420,369,0.304,112,9,167,0.453,3,42,55,0,5,9
2019,76267,87,325,285,0.277,79,4,104,0.365,11,28,35,0,1,10
2019,76290,140,595,526,0.304,160,11,230,0.437,9,54,52,9,6,11
2019,76313,124,507,448,0.283,127,20,209,0.467,5,52,71,2,2,10
2019,76368,71,59,51,0.255,13,0,17,0.333,1,6,12,0,0,1
2019,76509,51,109,103,0.243,25,0,32,0.311,1,4,30,0,0,1
2019,76720,25,45,40,0.225,9,2,16,0.400,0,3,15,0,0,0
2019,76753,122,486,454,0.264,120,7,162,0.357,5,21,91,0,3,18
2019,76802,144,472,426,0.246,105,1,128,0.300,3,33,43,0,2,15
2019,76812,139,502,451,0.268,121,12,176,0.390,7,34,59,2,9,16
2019,76849,139,547,484,0.293,142,2,171,0.353,4,48,66,2,4,12
2019,76869,83,49,42,0.286,12,0,16,0.381,0,4,11,0,0,0
2019,77243,56,93,79,0.127,10,1,16,0.203,2,5,18,0,3,3
2019,77248,98,204,177,0.164,29,3,48,0.271,0,25,50,0,0,3
2019,77463,59,182,167,0.251,42,5,68,0.407,2,11,45,1,2,5
2019,77532,134,568,512,0.295,151,10,205,0.400,2,52,92,1,1,6
2019,77564,107,401,361,0.260,94,8,134,0.371,1,30,75,0,4,12
2019,77654,32,49,36,0.194,7,0,8,0.222,0,9,11,0,1,1
2019,78122,18,28,22,0.182,4,0,4,0.182,0,4,8,0,2,1
2019,78135,120,482,419,0.286,120,13,185,0.442,10,42,78,1,10,9
2019,78168,113,486,426,0.300,128,2,163,0.383,5,49,50,1,3,5
2019,78217,114,210,179,0.218,39,0,50,0.279,1,24,38,1,2,1
2019,78224,136,574,495,0.283,140,15,215,0.434,11,63,113,5,5,7
2019,78288,135,451,373,0.290,108,3,135,0.362,4,56,61,0,14,9
2019,78361,75,106,96,0.240,23,0,30,0.313,0,9,18,0,0,4
2019,78513,141,606,545,0.301,164,22,262,0.481,7,46,71,2,7,19
2019,78548,127,413,366,0.262,96,7,124,0.339,6,35,86,2,2,11
2019,78566,6,4,3,0.000,0,0,0,0.000,0,1,2,0,0,0
2019,78603,121,447,394,0.292,115,3,146,0.371,4,43,26,0,1,7
2019,78629,56,153,129,0.186,24,6,47,0.364,2,19,37,1,3,3
2019,78643,28,51,47,0.234,11,2,19,0.404,0,3,14,0,1,0
2019,78756,122,453,392,0.224,88,3,113,0.288,3,38,72,0,10,8
2019,78813,101,386,341,0.305,104,10,159,0.466,11,31,62,1,3,8
2019,79109,134,547,473,0.252,119,9,179,0.378,3,57,113,1,7,7
2019,79113,29,61,49,0.163,8,3,17,0.347,2,9,18,0,1,0
2019,79150,129,425,376,0.231,87,2,116,0.309,1,31,91,0,1,10
2019,79192,128,514,470,0.315,148,12,204,0.434,8,24,67,1,12,9
2019,79198,106,62,59,0.102,6,1,11,0.186,0,1,13,0,0,0
2019,79215,127,537,458,0.319,146,10,213,0.465,11,60,57,0,7,23
2019,79231,123,513,441,0.265,117,0,146,0.331,5,57,60,0,6,6
2019,79234,11,23,20,0.150,3,0,4,0.200,2,0,4,0,0,1
2019,79240,133,540,475,0.288,137,4,176,0.371,11,34,36,2,17,16
2019,79290,21,41,35,0.171,6,0,9,0.257,0,5,13,0,1,3
2019,79300,69,32,30,0.267,8,0,10,0.333,0,2,7,0,0,1
2019,79334,119,413,372,0.247,92,7,128,0.344,5,27,77,0,9,14
2019,79364,10,21,20,0.200,4,1,7,0.350,0,0,7,0,0,1
2019,79365,112,361,317,0.297,94,10,141,0.445,1,34,56,0,2,10
2019,79402,129,543,468,0.271,127,5,166,0.355,4,50,67,1,15,14
2019,79456,106,331,308,0.282,87,1,97,0.315,1,15,28,1,1,14
2019,79465,30,80,71,0.225,16,0,17,0.239,1,6,15,0,2,0
2019,79530,18,49,44,0.136,6,0,8,0.182,1,2,15,0,0,3
2019,79608,105,408,362,0.315,114,5,149,0.412,5,40,37,1,1,9
2019,79705,58,117,104,0.231,24,3,37,0.356,1,11,24,0,0,1
