GYEAR,G_ID,PIT_ID,PCODE,T_ID,INN,HIT_VEL,HIT_ANG_VER,HIT_RESULT,PIT_VEL,STADIUM
2018,20180324HHWO0,180324_160220,79365,WO,5,144.69,14,1루타,126.56,고척
2018,20180324HHWO0,180324_161303,67394,WO,5,125.74,17.2,플라이,116.19,고척
2018,20180324HHWO0,180324_162025,62700,HH,6,122.87,45.3,플라이,135.37,고척
2018,20180324HHWO0,180324_162441,76746,WO,6,117.4,13,1루타,141.06,고척
2018,20180324HHWO0,180324_162608,75125,WO,6,130.82,10,1루타,130.25,고척
2018,20180324HHWO0,180324_162925,64300,WO,6,131.99,48,플라이,139.87,고척
2018,20180324HHWO0,180324_163252,61353,WO,6,141.75,20.1,플라이,121.88,고척
2018,20180324HHWO0,180324_163340,77564,WO,6,136.09,39.2,플라이,139.84,고척
2018,20180324HHWO0,180324_163814,68730,HH,7,134.39,3.7,3루타,135.1,고척
2018,20180324HHWO0,180324_164656,74163,HH,7,131.27,8.9,1루타,133.14,고척
2018,20180324HHWO0,180324_165010,62797,HH,7,104.23,68,플라이,144.99,고척
2018,20180324HHWO0,180324_165356,67341,WO,7,85.37,40.8,2루타,143.72,고척
2018,20180324HHWO0,180324_170208,67394,WO,7,138.23,16.1,플라이,121.91,고척
2018,20180324HHWO0,180324_170600,76753,HH,8,138.98,18.8,플라이,128.04,고척
2018,20180324HHWO0,180324_170739,71752,HH,8,153.34,11.4,1루타,142.64,고척
2018,20180324HHWO0,180324_171127,62700,HH,8,111.63,-13,땅볼아웃,126.71,고척
2018,20180324HHWO0,180324_171754,75125,WO,8,168.18,3.3,직선타,121.94,고척
2018,20180324HHWO0,180324_172640,68730,HH,9,137.15,15.3,1루타,153.06,고척
2018,20180324HHWO0,180324_172823,64717,HH,9,97.84,30.4,1루타,135.61,고척
2018,20180324HHWO0,180324_173551,62797,HH,9,81.18,13.7,땅볼아웃,151.4,고척
2018,20180324KTHT0,180324_141036,76849,HT,1,156.99,5.5,1루타,126.78,광주
2018,20180324KTHT0,180324_141148,70410,HT,1,35.46,10.5,희생번트,140.99,광주
2018,20180324KTHT0,180324_141343,67650,HT,1,154.71,9.3,1루타,139.95,광주
2018,20180324KTHT0,180324_142133,78629,HT,1,165.29,9,1루타,126.64,광주
2018,20180324KTHT0,180324_142958,62864,HT,1,143.69,34.1,플라이,141.03,광주
2018,20180324KTHT0,180324_143322,74215,KT,2,150,17.5,플라이,143.34,광주
2018,20180324KTHT0,180324_143544,76313,KT,2,139.81,33.3,플라이,145.96,광주
2018,20180324KTHT0,180324_144302,78603,HT,2,147.63,-11.2,땅볼아웃,123.35,광주
2018,20180324KTHT0,180324_144836,70410,HT,2,113.61,72.8,플라이,139.56,광주
2018,20180324KTHT0,180324_144937,67650,HT,2,157.79,15.5,플라이,140.99,광주
2018,20180324KTHT0,180324_145258,68050,KT,3,148.37,24.9,홈런,146.59,광주
2018,20180324KTHT0,180324_145601,78548,KT,3,126.33,-7.6,땅볼아웃,146.26,광주
2018,20180324KTHT0,180324_145634,64006,KT,3,148.71,10.5,1루타,146.25,광주
2018,20180324KTHT0,180324_145827,99810,KT,3,122.59,-10.3,땅볼아웃,146.27,광주
2018,20180324KTHT0,180324_150547,78629,HT,3,134,23.9,2루타,141.01,광주
2018,20180324KTHT0,180324_151037,70756,HT,3,138.18,-18.9,땅볼아웃,123.78,광주
2018,20180324KTHT0,180324_151348,74215,KT,4,155.24,15.6,직선타,124.3,광주
2018,20180324KTHT0,180324_151700,74339,KT,4,135.61,13.4,1루타,141.51,광주
2018,20180324KTHT0,180324_152205,62864,HT,4,116.13,10.5,1루타,125.27,광주
2018,20180324KTHT0,180324_152307,78603,HT,4,150.39,2.2,내야안타(1루타),139.87,광주
2018,20180324KTHT0,180324_153412,73113,KT,5,139.13,7.8,1루타,130.04,광주
2018,20180324KTHT0,180324_153821,78548,KT,5,143.54,57.5,플라이,132.06,광주
2018,20180324KTHT0,180324_153953,64006,KT,5,132.47,47.9,플라이,121.78,광주
2018,20180324KTHT0,180324_154250,72443,HT,5,159.66,-3,1루타,123.63,광주
2018,20180324KTHT0,180324_154602,79608,HT,5,122.14,47.3,플라이,140.87,광주
2018,20180324KTHT0,180324_154747,70756,HT,5,151.89,-6.4,땅볼아웃,141.13,광주
2018,20180324KTHT0,180324_155215,99810,KT,6,159.92,-5.4,땅볼아웃,130.93,광주
2018,20180324KTHT0,180324_155347,67025,KT,6,147.62,27.7,홈런,139.18,광주
2018,20180324KTHT0,180324_155533,74215,KT,6,164.17,15.1,2루타,145.43,광주
2018,20180324KTHT0,180324_155829,76313,KT,6,138,3,1루타,145.01,광주
2018,20180324KTHT0,180324_160028,74339,KT,6,155.09,12.5,1루타,144.41,광주
2018,20180324KTHT0,180324_160435,73113,KT,6,114.61,13.1,1루타,143.66,광주
2018,20180324KTHT0,180324_161430,78548,KT,6,158.18,-2.3,땅볼아웃,146.64,광주
2018,20180324KTHT0,180324_162220,76849,HT,6,40.65,-36.4,희생번트,128.62,광주
2018,20180324KTHT0,180324_162458,70410,HT,6,139.99,37.6,희생플라이,141.6,광주
2018,20180324KTHT0,180324_162650,67650,HT,6,136.33,3.6,1루타,141.71,광주
2018,20180324KTHT0,180324_163627,99810,KT,7,162.05,-11,땅볼아웃,144.89,광주
2018,20180324KTHT0,180324_163821,67025,KT,7,165.54,24.1,홈런,146.53,광주
2018,20180324KTHT0,180324_164804,70756,HT,7,143.89,-5.5,1루타,137.34,광주
2018,20180324KTHT0,180324_165028,99606,HT,7,108.95,-5.9,땅볼아웃,124.11,광주
2018,20180324KTHT0,180324_165319,76313,KT,8,152.5,18.8,플라이,130.51,광주
2018,20180324KTHT0,180324_165423,74339,KT,8,123.88,2,땅볼아웃,144.85,광주
2018,20180324KTHT0,180324_170006,78603,HT,8,135.24,24.1,플라이,135.57,광주
2018,20180324KTHT0,180324_170341,70410,HT,8,148.53,11.2,2루타,140.5,광주
2018,20180324KTHT0,180324_171203,78548,KT,9,147.52,62.3,플라이,148.97,광주
2018,20180324KTHT0,180324_171245,70553,KT,9,141.9,5.3,1루타,148.85,광주
2018,20180324KTHT0,180324_171644,72443,HT,9,135.85,17.4,1루타,149.55,광주
2018,20180324KTHT0,180324_171812,78629,HT,9,106.2,82.1,파울플라이,147.76,광주
2018,20180324KTHT0,180324_171928,79608,HT,9,136.05,19.4,플라이,150.26,광주
2018,20180324KTHT0,180324_172149,66606,HT,9,142.72,46.3,플라이,149.46,광주
2018,20180324LGNC0,180324_140255,64153,LG,1,117.69,1.3,땅볼아웃,151.1,마산
2018,20180324LGNC0,180324_140736,62907,NC,1,157.86,-8.4,땅볼아웃,142.87,마산
2018,20180324LGNC0,180324_141759,67935,NC,1,163.35,-3.8,1루타,136.04,마산
2018,20180324LGNC0,180324_142208,68103,LG,2,156.43,3.8,1루타,144.03,마산
2018,20180324LGNC0,180324_142359,76290,LG,2,119.12,2.6,1루타,141.21,마산
2018,20180324LGNC0,180324_142525,79192,LG,2,151.93,41.2,희생플라이,149.72,마산
2018,20180324LGNC0,180324_143046,61102,LG,2,166.56,-3.6,땅볼아웃,150.26,마산
2018,20180324LGNC0,180324_143459,73339,NC,2,158.77,-0.4,1루타,130.69,마산
2018,20180324LGNC0,180324_144253,79109,LG,3,136.59,9.8,1루타,149.37,마산
2018,20180324LGNC0,180324_144618,65115,LG,3,102.71,13.9,1루타,132.97,마산
2018,20180324LGNC0,180324_145431,62931,NC,3,108.48,22.9,1루타,145.78,마산
2018,20180324LGNC0,180324_145907,67935,NC,3,117.57,31.3,희생플라이,147.4,마산
2018,20180324LGNC0,180324_150018,78813,NC,3,160.81,-3.8,땅볼아웃,134.14,마산
2018,20180324LGNC0,180324_150444,76290,LG,4,130.43,25.4,플라이,145.53,마산
2018,20180324LGNC0,180324_150829,79192,LG,4,139.37,6,직선타,142.11,마산
2018,20180324LGNC0,180324_151142,63963,NC,4,146.9,35,플라이,132.45,마산
2018,20180324LGNC0,180324_151245,73339,NC,4,109.84,9.1,땅볼아웃,146.45,마산
2018,20180324LGNC0,180324_151606,63123,LG,5,114.9,-4.7,내야안타(1루타),132.23,마산
2018,20180324LGNC0,180324_151824,61102,LG,5,145.32,35,플라이,140.6,마산
2018,20180324LGNC0,180324_152707,62907,NC,5,84.79,-19.9,땅볼아웃,146.06,마산
2018,20180324LGNC0,180324_153049,62931,NC,5,152.81,20.2,2루타,142.32,마산
2018,20180324LGNC0,180324_153155,62947,NC,5,85.43,-26.5,땅볼아웃,145.14,마산
2018,20180324LGNC0,180324_153806,64153,LG,6,123.74,52.3,플라이,133.02,마산
2018,20180324LGNC0,180324_154018,72133,LG,6,150.25,-10.5,1루타,139.65,마산
2018,20180324LGNC0,180324_154123,68103,LG,6,151.64,-7.7,땅볼아웃,140.03,마산
2018,20180324LGNC0,180324_154848,78813,NC,6,123.49,75.9,플라이,133.92,마산
2018,20180324LGNC0,180324_155358,63963,NC,6,123.19,7.8,1루타,145.15,마산
2018,20180324LGNC0,180324_160214,79192,LG,7,80.28,53.4,플라이,137.09,마산
2018,20180324LGNC0,180324_160646,73213,NC,7,112.84,26.4,플라이,141.94,마산
2018,20180324LGNC0,180324_161819,62931,NC,7,142.32,10.8,1루타,136.63,마산
2018,20180324LGNC0,180324_162447,79109,LG,8,64.73,78,파울플라이,140.16,마산
2018,20180324LGNC0,180324_162618,65115,LG,8,116.63,34.8,플라이,139.65,마산
2018,20180324LGNC0,180324_162952,67935,NC,8,165.65,28.7,홈런,139.9,마산
2018,20180324LGNC0,180324_163247,63963,NC,8,135.86,13.9,2루타,143.42,마산
2018,20180324LGNC0,180324_163646,73213,NC,8,115.54,26.6,플라이,142.87,마산
2018,20180324LGNC0,180324_163851,74823,LG,9,158.23,24.8,홈런,139.78,마산
2018,20180324LGNC0,180324_164832,76290,LG,9,167.37,37.3,플라이,134.7,마산
2018,20180324LTSK0,180324_140003,76249,LT,1,92.8,-32.4,땅볼아웃,143.99,문학
2018,20180324LTSK0,180324_140603,71564,LT,1,154.76,8.3,1루타,147.37,문학
2018,20180324LTSK0,180324_142136,75847,SK,1,155.19,7,1루타,145.68,문학
2018,20180324LTSK0,180324_143215,62895,SK,1,96.96,45.7,플라이,140.84,문학
2018,20180324LTSK0,180324_143607,66838,SK,1,115.91,28.9,플라이,142.56,문학
2018,20180324LTSK0,180324_143923,67598,LT,2,129.54,66.7,플라이,135.06,문학
2018,20180324LTSK0,180324_144002,68525,LT,2,144.73,24.1,2루타,141.9,문학
2018,20180324LTSK0,180324_144058,62556,LT,2,150.41,6.8,직선타,144.03,문학
2018,20180324LTSK0,180324_144352,67454,LT,2,151.9,9.7,1루타,149.69,문학
2018,20180324LTSK0,180324_144927,76812,SK,2,131.96,14.3,1루타,142.87,문학
2018,20180324LTSK0,180324_145156,76802,SK,2,137.26,-21.4,땅볼아웃,132.24,문학
2018,20180324LTSK0,180324_145257,61869,SK,2,144.79,39,플라이,140.8,문학
2018,20180324LTSK0,180324_145617,73209,SK,2,128.97,64.6,파울플라이,132.25,문학
2018,20180324LTSK0,180324_150108,78513,LT,3,155.22,19.9,2루타,132.02,문학
2018,20180324LTSK0,180324_150854,67598,LT,3,176.05,-7.5,1루타,148.56,문학
2018,20180324LTSK0,180324_151546,75847,SK,3,102.1,69.9,파울플라이,143.05,문학
2018,20180324LTSK0,180324_151726,67872,SK,3,135.97,-21.4,땅볼아웃,132.07,문학
2018,20180324LTSK0,180324_152345,62895,SK,3,153.37,16.7,2루타,142.48,문학
2018,20180324LTSK0,180324_152527,66838,SK,3,172.63,7.2,1루타,142.69,문학
2018,20180324LTSK0,180324_153129,76802,SK,3,117.97,50,파울플라이,142.1,문학
2018,20180324LTSK0,180324_153356,62556,LT,4,118.33,37.6,플라이,130.95,문학
2018,20180324LTSK0,180324_154240,73209,SK,4,130.04,16.8,1루타,116.66,문학
2018,20180324LTSK0,180324_155403,75151,SK,4,154.27,44.1,희생플라이,139.65,문학
2018,20180324LTSK0,180324_161217,71564,LT,5,100.74,24.2,1루타,149.74,문학
2018,20180324LTSK0,180324_162221,76812,SK,5,160.95,-1.4,땅볼아웃,147.23,문학
2018,20180324LTSK0,180324_163223,68525,LT,6,129.94,45.4,플라이,145.11,문학
2018,20180324LTSK0,180324_163413,62556,LT,6,131.94,69.6,파울플라이,145.01,문학
2018,20180324LTSK0,180324_163618,67454,LT,6,141.83,48.9,플라이,142.51,문학
2018,20180324LTSK0,180324_163944,73209,SK,6,138.85,-18.7,땅볼아웃,135.82,문학
2018,20180324LTSK0,180324_165109,78513,LT,7,166.09,7.8,1루타,143.3,문학
2018,20180324LTSK0,180324_170013,67598,LT,7,103.37,66.8,플라이,121.34,문학
2018,20180324LTSK0,180324_170307,75151,SK,7,145.63,-4.8,땅볼아웃,144.69,문학
2018,20180324LTSK0,180324_170457,62895,SK,7,129.88,52,플라이,135.18,문학
2018,20180324LTSK0,180324_170603,66838,SK,7,155.06,27.5,홈런,146.27,문학
2018,20180324LTSK0,180324_170932,76802,SK,7,151.03,3,1루타,141.95,문학
2018,20180324LTSK0,180324_172019,76509,LT,8,146.83,-0.7,땅볼아웃,123.32,문학
2018,20180324LTSK0,180324_172900,79356,LT,8,135.97,-27.6,땅볼아웃,143.68,문학
2018,20180324LTSK0,180324_173134,73209,SK,8,110.68,24.3,1루타,123.96,문학
2018,20180324LTSK0,180324_174306,76249,LT,9,151.26,26.9,플라이,145.03,문학
2018,20180324LTSK0,180324_174827,78513,LT,9,127.34,63.5,파울플라이,133.8,문학
2018,20180324SSOB0,180324_140644,79402,SS,1,104.51,9.9,땅볼아웃,136.97,잠실
2018,20180324SSOB0,180324_141018,67450,SS,1,152.46,1.2,2루타,146.15,잠실
2018,20180324SSOB0,180324_141121,74540,SS,1,124.47,80.6,파울플라이,138.74,잠실
2018,20180324SSOB0,180324_141646,79240,OB,1,139.91,48.5,플라이,138.9,잠실
2018,20180324SSOB0,180324_141736,76267,OB,1,154.27,15.8,플라이,130.13,잠실
2018,20180324SSOB0,180324_141851,79215,OB,1,161.62,5.9,직선타,138.72,잠실
2018,20180324SSOB0,180324_142123,75566,SS,2,154.56,22.4,플라이,142.83,잠실
2018,20180324SSOB0,180324_142600,61404,SS,2,94.24,31.2,1루타,145.57,잠실
2018,20180324SSOB0,180324_143021,64610,SS,2,123.61,65.3,파울플라이,145.38,잠실
2018,20180324SSOB0,180324_143531,76232,OB,2,154.86,-1.2,1루타,132.37,잠실
2018,20180324SSOB0,180324_143704,75334,OB,2,148.43,-18,땅볼아웃,130.57,잠실
2018,20180324SSOB0,180324_143855,68244,OB,2,143.4,-14.9,땅볼아웃,131.35,잠실
2018,20180324SSOB0,180324_144417,79402,SS,3,137.15,12.2,2루타,147.65,잠실
2018,20180324SSOB0,180324_144708,62404,SS,3,117.77,2.9,2루타,134.99,잠실
2018,20180324SSOB0,180324_145454,75566,SS,3,126.46,5.8,1루타,146.62,잠실
2018,20180324SSOB0,180324_145650,71432,SS,3,83.14,-16,땅볼아웃,146.91,잠실
2018,20180324SSOB0,180324_145850,61404,SS,3,147.76,-15.9,땅볼아웃,137.84,잠실
2018,20180324SSOB0,180324_150429,74206,OB,3,128.12,34,플라이,139.27,잠실
2018,20180324SSOB0,180324_150620,79240,OB,3,137.57,33.6,플라이,130.12,잠실
2018,20180324SSOB0,180324_150904,64610,SS,4,126.05,13.6,1루타,143.21,잠실
2018,20180324SSOB0,180324_150949,62415,SS,4,43.23,-7,희생번트,145.92,잠실
2018,20180324SSOB0,180324_151052,79402,SS,4,129.9,33.9,플라이,113.56,잠실
2018,20180324SSOB0,180324_151818,76267,OB,4,124.67,66.2,플라이,138.45,잠실
2018,20180324SSOB0,180324_152022,78224,OB,4,105.03,63.8,플라이,114.22,잠실
2018,20180324SSOB0,180324_152540,67450,SS,5,155.89,-0.9,1루타,132.92,잠실
2018,20180324SSOB0,180324_153105,75566,SS,5,144.75,15.6,1루타,148.28,잠실
2018,20180324SSOB0,180324_153656,76232,OB,5,156.38,16.3,2루타,109.26,잠실
2018,20180324SSOB0,180324_153923,75334,OB,5,163.59,10.5,1루타,129.99,잠실
2018,20180324SSOB0,180324_154336,77248,OB,5,129.99,-6.3,땅볼아웃,136.28,잠실
2018,20180324SSOB0,180324_154454,74206,OB,5,96.46,-31.1,병살타,130.48,잠실
2018,20180324SSOB0,180324_155046,61404,SS,6,151.44,-19.1,땅볼아웃,145.96,잠실
2018,20180324SSOB0,180324_155157,64610,SS,6,148.49,9.6,1루타,147.21,잠실
2018,20180324SSOB0,180324_155925,62404,SS,6,157.87,-3,땅볼아웃,139.48,잠실
2018,20180324SSOB0,180324_160254,76267,OB,6,112.07,36.3,플라이,136.96,잠실
2018,20180324SSOB0,180324_160422,79215,OB,6,88,-0.1,땅볼아웃,128.14,잠실
2018,20180324SSOB0,180324_160656,67450,SS,7,147.16,21.1,플라이,139.89,잠실
2018,20180324SSOB0,180324_160748,74540,SS,7,139.51,35.6,플라이,141.65,잠실
2018,20180324SSOB0,180324_160827,75566,SS,7,130.9,63.7,파울플라이,142.76,잠실
2018,20180324SSOB0,180324_161049,78224,OB,7,154.38,19.7,플라이,127.07,잠실
2018,20180324SSOB0,180324_161310,76232,OB,7,159.94,-5.6,2루타,132.54,잠실
2018,20180324SSOB0,180324_161547,75334,OB,7,163.76,32,홈런,126.52,잠실
2018,20180324SSOB0,180324_161708,68244,OB,7,163.2,15.9,직선타,129.13,잠실
2018,20180324SSOB0,180324_162701,71432,SS,8,143.27,24.9,플라이,138.6,잠실
2018,20180324SSOB0,180324_163502,64610,SS,8,143.1,19.1,플라이,121,잠실
2018,20180324SSOB0,180324_163550,62415,SS,8,155,13.2,1루타,149.15,잠실
2018,20180324SSOB0,180324_163854,79402,SS,8,148.56,-1.4,땅볼아웃,147.74,잠실
2018,20180324SSOB0,180324_164201,79290,OB,8,151.34,-13.6,땅볼아웃,136.61,잠실
2018,20180324SSOB0,180324_164349,79240,OB,8,127.1,36.5,플라이,141.67,잠실
2018,20180324SSOB0,180324_164911,67450,SS,9,155.3,-19.2,1루타,137.64,잠실
2018,20180324SSOB0,180324_165307,75566,SS,9,162.23,12.8,2루타,148.3,잠실
2018,20180324SSOB0,180324_170237,79215,OB,9,139.34,-13.3,땅볼아웃,143.38,잠실
2018,20180324SSOB0,180324_170918,76232,OB,9,158.22,-8.3,땅볼아웃,131.89,잠실
2018,20180325HHWO0,180325_140544,76753,HH,1,133.56,11.2,1루타,142.31,고척
2018,20180325HHWO0,180325_141550,75808,HH,1,130.55,6.6,땅볼아웃,143.61,고척
2018,20180325HHWO0,180325_142649,68730,HH,2,158.97,-18.2,1루타,142.82,고척
2018,20180325HHWO0,180325_142947,78288,HH,2,145.04,15.8,플라이,139.33,고척
2018,20180325HHWO0,180325_143104,78756,HH,2,118.22,-18,땅볼아웃,141.92,고척
2018,20180325HHWO0,180325_143836,64300,WO,2,118.68,40.1,플라이,141.74,고척
2018,20180325HHWO0,180325_144603,62797,HH,3,145.41,21.7,2루타,114.18,고척
2018,20180325HHWO0,180325_144708,76753,HH,3,155.35,0.1,1루타,125.6,고척
2018,20180325HHWO0,180325_145015,71752,HH,3,138.21,38,플라이,122.03,고척
2018,20180325HHWO0,180325_145810,67341,WO,3,157.04,9.3,1루타,140.87,고척
2018,20180325HHWO0,180325_150208,78168,WO,3,132.71,25.4,플라이,137.97,고척
2018,20180325HHWO0,180325_150838,68730,HH,4,111.25,-13.5,땅볼아웃,120.81,고척
2018,20180325HHWO0,180325_151017,78288,HH,4,156.96,-7.1,병살타,126.64,고척
2018,20180325HHWO0,180325_151239,67394,WO,4,156.33,5.1,직선타,130.87,고척
2018,20180325HHWO0,180325_152221,64300,WO,4,116.89,24.1,1루타,140.54,고척
2018,20180325HHWO0,180325_152948,74163,HH,5,137.03,-15.7,1루타,122.76,고척
2018,20180325HHWO0,180325_153345,62797,HH,5,126,49.3,플라이,116.91,고척
2018,20180325HHWO0,180325_153737,76753,HH,5,152.06,7.6,2루타,116.56,고척
2018,20180325HHWO0,180325_153935,71752,HH,5,148.28,26.5,1루타,139.59,고척
2018,20180325HHWO0,180325_154059,62700,HH,5,165.24,-9,1루타,141.07,고척
2018,20180325HHWO0,180325_154315,75808,HH,5,135.33,-10.5,땅볼아웃,138.93,고척
2018,20180325HHWO0,180325_154739,77564,WO,5,155.06,-3.1,땅볼아웃,133.09,고척
2018,20180325HHWO0,180325_154851,67341,WO,5,110.23,-11.1,땅볼아웃,135.64,고척
2018,20180325HHWO0,180325_154929,79365,WO,5,103.23,-25.8,땅볼아웃,133.01,고척
2018,20180325HHWO0,180325_155745,78756,HH,6,141.11,-3.5,땅볼아웃,135.85,고척
2018,20180325HHWO0,180325_155951,78168,WO,6,132.7,53.7,플라이,132.38,고척
2018,20180325HHWO0,180325_160135,67394,WO,6,163.4,5.7,2루타,132.65,고척
2018,20180325HHWO0,180325_160302,76746,WO,6,148.86,22.3,플라이,140.76,고척
2018,20180325HHWO0,180325_160625,75125,WO,6,132.17,34.9,플라이,140.86,고척
2018,20180325HHWO0,180325_161146,62797,HH,7,148.14,12.3,2루타,134.43,고척
2018,20180325HHWO0,180325_161606,76753,HH,7,137.73,23.5,플라이,122.07,고척
2018,20180325HHWO0,180325_162302,64300,WO,7,130.38,-19.1,땅볼아웃,127.21,고척
2018,20180325HHWO0,180325_162530,77564,WO,7,147.48,30.5,홈런,131.93,고척
2018,20180325HHWO0,180325_162829,67341,WO,7,120.9,20,플라이,139.22,고척
2018,20180325HHWO0,180325_163050,62700,HH,8,153.87,35.1,홈런,143.25,고척
2018,20180325HHWO0,180325_163232,75808,HH,8,120.81,-7.4,땅볼아웃,126.45,고척
2018,20180325HHWO0,180325_163338,68730,HH,8,51.79,51.7,플라이,143.49,고척
2018,20180325HHWO0,180325_164829,67394,WO,8,135.5,12.5,1루타,118.37,고척
2018,20180325HHWO0,180325_165944,78756,HH,9,114.2,76.6,파울플라이,134.03,고척
2018,20180325HHWO0,180325_170104,74163,HH,9,90.99,-16,땅볼아웃,134.72,고척
2018,20180325HHWO0,180325_170153,62797,HH,9,147.7,6,1루타,133.78,고척
2018,20180325HHWO0,180325_171114,64300,WO,9,113.31,83.8,파울플라이,123.05,고척
2018,20180325HHWO0,180325_171255,64346,WO,9,69.89,44.5,플라이,138.54,고척
2018,20180325KTHT0,180325_140127,63450,KT,1,127.03,22.3,1루타,143.96,광주
2018,20180325KTHT0,180325_140444,79453,KT,1,119.24,38.1,플라이,128.63,광주
2018,20180325KTHT0,180325_140603,67025,KT,1,103.12,50.4,플라이,141.42,광주
2018,20180325KTHT0,180325_140755,74215,KT,1,91.84,-17.5,땅볼아웃,142.36,광주
2018,20180325KTHT0,180325_141101,76849,HT,1,116.06,31.8,플라이,113.07,광주
2018,20180325KTHT0,180325_141258,67650,HT,1,147.67,-13.3,1루타,139.56,광주
2018,20180325KTHT0,180325_141702,70410,HT,1,150.98,15.3,2루타,125.65,광주
2018,20180325KTHT0,180325_142115,78629,HT,1,136.7,-12.3,1루타,136.54,광주
2018,20180325KTHT0,180325_142358,79608,HT,1,160.43,-12.2,1루타,137.59,광주
2018,20180325KTHT0,180325_142622,70756,HT,1,147.87,32.7,홈런,114.33,광주
2018,20180325KTHT0,180325_143528,74339,KT,2,151.29,-5.1,땅볼아웃,128.2,광주
2018,20180325KTHT0,180325_143608,73113,KT,2,142.47,37,플라이,142.78,광주
2018,20180325KTHT0,180325_143920,76849,HT,2,166.2,-4.4,1루타,124.11,광주
2018,20180325KTHT0,180325_144517,70410,HT,2,110.16,72.2,파울플라이,137.73,광주
2018,20180325KTHT0,180325_144749,72443,HT,2,134.43,3.6,1루타,123.11,광주
2018,20180325KTHT0,180325_145243,79608,HT,2,139.45,48.5,플라이,136.7,광주
2018,20180325KTHT0,180325_145705,78548,KT,3,98.41,21.1,플라이,142.5,광주
2018,20180325KTHT0,180325_145905,63450,KT,3,82.65,-10.9,땅볼아웃,113.81,광주
2018,20180325KTHT0,180325_150158,70756,HT,3,151.6,28.1,플라이,136.99,광주
2018,20180325KTHT0,180325_150301,62864,HT,3,141.73,6,1루타,122.81,광주
2018,20180325KTHT0,180325_150509,78603,HT,3,111.46,71.9,플라이,134.77,광주
2018,20180325KTHT0,180325_150609,76849,HT,3,150.83,11.8,2루타,134.78,광주
2018,20180325KTHT0,180325_151348,79453,KT,4,117.62,28.2,플라이,126.82,광주
2018,20180325KTHT0,180325_151527,67025,KT,4,128.61,23.2,플라이,143.01,광주
2018,20180325KTHT0,180325_152010,70410,HT,4,84.32,-41.1,땅볼아웃,139.67,광주
2018,20180325KTHT0,180325_152133,72443,HT,4,137.57,30.1,플라이,142.77,광주
2018,20180325KTHT0,180325_152620,76313,KT,5,158.87,36.6,홈런,124.68,광주
2018,20180325KTHT0,180325_152731,74339,KT,5,140.39,50.2,플라이,140.36,광주
2018,20180325KTHT0,180325_153209,68050,KT,5,143.12,40.5,플라이,144.93,광주
2018,20180325KTHT0,180325_153500,79608,HT,5,151.18,0.9,1루타,137.95,광주
2018,20180325KTHT0,180325_153741,62864,HT,5,145.27,17.9,플라이,140.44,광주
